INE_ID,year,concelho,enrolled,voters,abstention_%,blank_votes,null_votes,party_initials,party_type,votes,votes_%,number_mandates,candidate_name,gender,position_ballot,problems_ballot_order
1304,2009,GONDOMAR,140599,85788,38.9839188045,1472,1782,vlgc,,36672,44.432597475,5,Valentim Dos Santos De Loureiro,male,,
1304,2009,GONDOMAR,140599,85788,38.9839188045,1472,1782,B.E.,,2530,3.06540334892,0,Ana Paula Conotilho De Seixas,female,,
1304,2009,GONDOMAR,140599,85788,38.9839188045,1472,1782,PCP-PEV,,5038,6.10415101655,0,Cristina Alexandra Marques Nogueira,female,,
1304,2009,GONDOMAR,140599,85788,38.9839188045,1472,1782,PPD/PSD.CDS-PP,,13131,15.9098068675,2,Rui Ferreira De Espinheira Quelhas,male,,
1304,2009,GONDOMAR,140599,85788,38.9839188045,1472,1782,PS,,25163,30.4880412921,4,Maria Isabel Coelho Santos,female,,
1305,2009,LOUSADA,37851,28469,24.7866634963,293,213,PCP-PEV,,826,2.95390337231,0,Nuno Alexandre Miguéis De Sousa Coelho,male,,
1305,2009,LOUSADA,37851,28469,24.7866634963,293,213,PPD/PSD.CDS-PP,,10711,38.3041876766,3,Leonel Domingos Reis Vieira Da Silva,male,,
1305,2009,LOUSADA,37851,28469,24.7866634963,293,213,PS,,16426,58.7419089511,4,Jorge Manuel Fernandes Malheiro De Magalhães,male,,
1306,2009,MAIA,104696,63450,39.3959654619,1422,760,PCP-PEV,,2775,4.52928119083,0,António Ferreira Neto Taveira,male,,
1306,2009,MAIA,104696,63450,39.3959654619,1422,760,CDS-PP,,2498,4.07716915845,0,Alvaro António Monteiro Braga,male,,
1306,2009,MAIA,104696,63450,39.3959654619,1422,760,PS,,16436,26.826402037,3,Mário José Gomes Gouveia,male,,
1306,2009,MAIA,104696,63450,39.3959654619,1422,760,PPD/PSD,,36637,59.7979369328,8,António Gonçalves Bragança Fernandes,male,,
1306,2009,MAIA,104696,63450,39.3959654619,1422,760,B.E.,,2922,4.76921068094,0,Silvestre Santos Gomes Pereira,male,,
1307,2009,MARCO DE CANAVESES,45683,33073,27.6032659852,224,443,PS,,4282,13.2136024193,1,Artur Elísio De Braga De Melo E Castro,male,,
1307,2009,MARCO DE CANAVESES,45683,33073,27.6032659852,224,443,PCP-PEV,,588,1.81447880022,0,António Parreira Gomes Varela,male,,
1307,2009,MARCO DE CANAVESES,45683,33073,27.6032659852,224,443,PPD/PSD,,14256,43.9918533605,4,Manuel Maria Moreira,male,,
1307,2009,MARCO DE CANAVESES,45683,33073,27.6032659852,224,443,MARCO,,9820,30.303030303,2,Avelino Ferreira Torres,male,,
1307,2009,MARCO DE CANAVESES,45683,33073,27.6032659852,224,443,MDVNS,,3460,10.677035117,0,Manuel Norberto De Moura Soares,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,nmms,,27088,31.534709368,4,José Narciso Rodrigues De Miranda,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,PCP-PEV,,3860,4.49364951862,0,José Honório Faria Gonçalves Novo,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,PPM,,158,0.183936949208,0,António José Pinto Alves Trancoso,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,PPD/PSD.CDS-PP,,15084,17.5601578598,2,José Guilherme Saraiva De Oliveira Aguiar,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,B.E.,,2377,2.76720334346,0,Fernando José Leite De Oliveira Queiroz,male,,
1308,2009,MATOSINHOS,143919,88244,38.6849547315,1273,1072,PS,,37332,43.4603429609,5,Guilherme Manuel Lopes Pinto,male,,
1309,2009,PAÇOS DE FERREIRA,44661,31759,28.8887396162,312,254,PS,,13195,42.3011573109,3,Humberto Fernando Leão Pacheco De Brito,male,,
1309,2009,PAÇOS DE FERREIRA,44661,31759,28.8887396162,312,254,CDS-PP,,776,2.48773763344,0,Albino Manuel Ribeiro De Abreu Meireles,male,,
1309,2009,PAÇOS DE FERREIRA,44661,31759,28.8887396162,312,254,PPD/PSD,,16627,53.3036258135,4,Pedro Alexandre Oliveira Cardoso Pinto,male,,
1309,2009,PAÇOS DE FERREIRA,44661,31759,28.8887396162,312,254,PCP-PEV,,595,1.90747924214,0,José Paulo Torres Da Silva Gonçalves,male,,
1310,2009,PAREDES,70605,52212,26.0505629913,580,644,PCP-PEV,,1736,3.40472267985,0,José Fernando Araújo Calçada,male,,
1310,2009,PAREDES,70605,52212,26.0505629913,580,644,B.E.,,778,1.52584921942,0,Carlos Albano Brito Esteves Martins,male,,
1310,2009,PAREDES,70605,52212,26.0505629913,580,644,PPD/PSD,,30199,59.2276614105,6,Celso Manuel Gomes Ferreira,male,,
1310,2009,PAREDES,70605,52212,26.0505629913,580,644,CDS-PP,,4437,8.7020475406,0,Augusto Manuel Teixeira De Barros Ruão,male,,
1310,2009,PAREDES,70605,52212,26.0505629913,580,644,PS,,13838,27.1397191496,3,Artur Rodrigues Pereira Dos Penedos,male,,
1311,2009,PENAFIEL,61143,47135,22.9102268453,412,431,PS,,14001,30.2449667329,3,António José Sousa Pinto,male,,
1311,2009,PENAFIEL,61143,47135,22.9102268453,412,431,B.E.,,629,1.35876609349,0,Paulo Fernando Teles De Lemos E Silva,male,,
1311,2009,PENAFIEL,61143,47135,22.9102268453,412,431,PCP-PEV,,1416,3.05884386071,0,Maria Maia Vilhena Carvalho Leal,female,,
1311,2009,PENAFIEL,61143,47135,22.9102268453,412,431,PPD/PSD.CDS-PP,,30246,65.3374233129,6,Alberto Fernando Da Silva Santos,male,,
1312,2009,PORTO,231978,131546,43.2937606152,1816,1273,B.E.,,6608,5.14413383467,0,João Miguel Trancoso Vaz Teixeira Lopes,male,,
1312,2009,PORTO,231978,131546,43.2937606152,1816,1273,PCP-PEV,,12837,9.99322730564,1,Rui Pedro De Araújo Sá,male,,
1312,2009,PORTO,231978,131546,43.2937606152,1816,1273,PPD/PSD.CDS-PP,,62183,48.4076383537,7,Rui Fernando Da Silva Rio,male,,
1312,2009,PORTO,231978,131546,43.2937606152,1816,1273,PS,,45793,35.6485049472,5,Elisa Maria Da Costa Guimarães Ferreira,female,,
1312,2009,PORTO,231978,131546,43.2937606152,1816,1273,PCTP/MRPP,,1036,0.806495558825,0,João Manuel Valente Pinto,male,,
1313,2009,PÓVOA DE VARZIM,57547,32518,43.4931447339,582,347,CDS-PP,,3239,10.2535692804,1,António Jorge Quintas Duarte Serrano Araújo,male,,
1313,2009,PÓVOA DE VARZIM,57547,32518,43.4931447339,582,347,PCP-PEV,,1358,4.29896482953,0,Artur Jorge Da Silva Machado,male,,
1313,2009,PÓVOA DE VARZIM,57547,32518,43.4931447339,582,347,B.E.,,817,2.58634334737,0,Andrea Luís Valente Rodrigues De Castro Peniche,female,,
1313,2009,PÓVOA DE VARZIM,57547,32518,43.4931447339,582,347,PPD/PSD,,15052,47.6494982431,5,José Macedo Vieira,male,,
1313,2009,PÓVOA DE VARZIM,57547,32518,43.4931447339,582,347,PS,,11123,35.2116242996,3,Ilídio Renato Garrido Matos Pereira,male,,
1314,2009,SANTO TIRSO,64264,45018,29.9483381053,580,516,PPD/PSD,,18695,42.5640908884,4,João Manuel Machado Faria De Abreu,male,,
1314,2009,SANTO TIRSO,64264,45018,29.9483381053,580,516,PCP-PEV,,1779,4.05036200537,0,Abilio Dias Martins,male,,
1314,2009,SANTO TIRSO,64264,45018,29.9483381053,580,516,CDS-PP,,2018,4.59450844679,0,José Eduardo Correia Da Graça Martins,male,,
1314,2009,SANTO TIRSO,64264,45018,29.9483381053,580,516,PS,,21430,48.7910386594,5,António Alberto De Castro Fernandes,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,PPD/PSD.CDS-PP,,16068,35.4287478226,4,Fernando Horácio Moreira Pereira De Melo,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,PS,,12751,28.1150089299,3,José Afonso Teixeira De Magalhães Lobão,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,B.E.,,1279,2.82010010363,0,Eliseu Filipe Pinto Lopes,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,PCP-PEV,,2173,4.79130377263,0,José Deolindo Caetano,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,XIV,,2328,5.13306727229,0,Vitorino Francisco Da Rocha Silva,male,,
1315,2009,VALONGO,76885,46892,39.010210054,833,706,XIX,,10754,23.7117720989,2,Maria José Baptista De Moura Azevedo,female,,
1316,2009,VILA DO CONDE,66277,42448,35.9536490789,861,405,B.E.,,1741,4.22757515419,0,Miguel Vital Andrade De Sousa,male,,
1316,2009,VILA DO CONDE,66277,42448,35.9536490789,861,405,PPD/PSD.CDS-PP,,11960,29.0418143849,3,António Pedro Pinto Martins Brás Marques,male,,
1316,2009,VILA DO CONDE,66277,42448,35.9536490789,861,405,PCP-PEV,,1320,3.20528386188,0,António Jorge Alexandre Marques,male,,
1316,2009,VILA DO CONDE,66277,42448,35.9536490789,861,405,PS,,26161,63.525326599,6,Mário Hermenegildo Moreira De Almeida,male,,
1317,2009,VILA NOVA DE GAIA,249920,149348,40.2416773367,2194,1539,B.E.,,4787,3.28743604711,0,João Pedro Furtado Da Cunha Semedo,male,,
1317,2009,VILA NOVA DE GAIA,249920,149348,40.2416773367,2194,1539,PCP-PEV,,9063,6.22394670879,0,Maria Ilda Da Costa Figueiredo,female,,
1317,2009,VILA NOVA DE GAIA,249920,149348,40.2416773367,2194,1539,MPT,,1039,0.713525392302,0,Nuno Marques Simão Aldeia,male,,
1317,2009,VILA NOVA DE GAIA,249920,149348,40.2416773367,2194,1539,PS,,37798,25.9574906431,3,Joaquim Barbosa Ferreira Couto,male,,
1317,2009,VILA NOVA DE GAIA,249920,149348,40.2416773367,2194,1539,PPD/PSD.CDS-PP,,92928,63.8176012087,8,Luis Filipe Menezes Lopes,male,,
1318,2009,TROFA,32685,23807,27.1623068686,318,236,CDS-PP,,1365,5.87021029545,0,Nuno Paulo Rodrigues Serra,male,,
1318,2009,TROFA,32685,23807,27.1623068686,318,236,PS,,10996,47.2885219112,4,Joana Fernanda Ferreira Lima,female,,
1318,2009,TROFA,32685,23807,27.1623068686,318,236,PCP-PEV,,563,2.42119296435,0,Maria Da Conceição Da Silva Farpa Silva,female,,
1318,2009,TROFA,32685,23807,27.1623068686,318,236,PPD/PSD,,10329,44.4200748291,3,Bernardino Manuel De Vasconcelos,male,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,PS,,9076,41.8383810446,4,Maria Do Céu De Oliveira Antunes Albuquerque,female,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,B.E.,,1191,5.49025031116,0,Manuel António Rodrigues Lopes,male,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,CDS-PP,,752,3.4665560319,0,João Baptista Pico,male,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,ICA,,3806,17.5448301295,1,Albano Da Conceição Pereira Dos Santos,male,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,PPD/PSD,,5297,24.4180150279,2,António Manuel De Santana Maia Leonardo,male,,
1401,2009,ABRANTES,36861,22408,39.2094625756,419,296,PCP-PEV,,1571,7.24196745494,0,Armando António Gonçalves Borges,male,,
1402,2009,ALCANENA,13077,8584,34.358033188,128,127,B.E.,,185,2.2211550006,0,Carlos Alberto Costa Vieira,male,,
1402,2009,ALCANENA,13077,8584,34.358033188,128,127,PPD/PSD.CDS-PP,,1433,17.2049465722,1,Elsa Renata De Sousa Gaspar Nico Henriques,female,,
1402,2009,ALCANENA,13077,8584,34.358033188,128,127,ICA,,2225,26.7138912234,2,Eduardo Marcelino Ramalho Camacho,male,,
1402,2009,ALCANENA,13077,8584,34.358033188,128,127,PCP-PEV,,551,6.61544002881,0,Suzel Abreu Frazão,female,,
1402,2009,ALCANENA,13077,8584,34.358033188,128,127,PS,,3935,47.2445671749,4,Fernanda Maria Pereira Asseiceira,female,,
1403,2009,ALMEIRIM,19751,10677,45.9419776214,167,99,PCP-PEV,,1344,12.909422726,1,José Manuel Aranha Figueiredo,male,,
1403,2009,ALMEIRIM,19751,10677,45.9419776214,167,99,CDS-PP,,336,3.22735568149,0,João Filipe De Viveiros Teixeira,male,,
1403,2009,ALMEIRIM,19751,10677,45.9419776214,167,99,MICA,,2071,19.8924214773,1,Francisco Manuel Mauricio Do Rosário,male,,
1403,2009,ALMEIRIM,19751,10677,45.9419776214,167,99,PS,,5645,54.2214964941,5,José Joaquim Gameiro De Sousa Gomes,male,,
1403,2009,ALMEIRIM,19751,10677,45.9419776214,167,99,PPD/PSD,,1015,9.74930362117,0,Pedro Miguel Sirgado Pisco Santos,male,,
1404,2009,ALPIARÇA,6601,4399,33.358582033,100,43,PCP-PEV,,2185,51.3392857143,3,Mário Fernando Atracado Pereira,male,,
1404,2009,ALPIARÇA,6601,4399,33.358582033,100,43,PS,,1849,43.4445488722,2,Sónia Isabel Fernandes Sanfona Cruz Mendes,female,,
1404,2009,ALPIARÇA,6601,4399,33.358582033,100,43,PPD/PSD.CDS-PP,,222,5.21616541353,0,Maria América Alcobio Cravo,female,,
1405,2009,BENAVENTE,21245,10460,50.7648858555,255,164,PPD/PSD,,1908,19.0020914252,1,José António Salvador Rodrigues Da Avó,male,,
1405,2009,BENAVENTE,21245,10460,50.7648858555,255,164,PCP-PEV,,6244,62.1850413305,5,António José Ganhão,male,,
1405,2009,BENAVENTE,21245,10460,50.7648858555,255,164,PS,,1427,14.2117318992,1,Ana Isabel Oliveira Reis Casquinha,female,,
1405,2009,BENAVENTE,21245,10460,50.7648858555,255,164,CDS-PP,,462,4.60113534509,0,José Manuel Ferreira Múrias,male,,
1406,2009,CARTAXO,20656,11452,44.5584817971,281,222,PPD/PSD,,3309,30.2219380765,2,Paulo José Lopes Das Neves,male,,
1406,2009,CARTAXO,20656,11452,44.5584817971,281,222,PS,,5383,49.1643072427,4,Paulo Alexandre Fernandes Varela Simões Caldas,male,,
1406,2009,CARTAXO,20656,11452,44.5584817971,281,222,B.E.,,842,7.69020001827,0,Francisco Manuel Miguel Colaço,male,,
1406,2009,CARTAXO,20656,11452,44.5584817971,281,222,PCP-PEV,,1415,12.9235546625,1,Mário Júlio Roque Dos Reis,male,,
1407,2009,CHAMUSCA,9514,5810,38.9321000631,121,96,PPD/PSD.CDS-PP,,1160,20.740210978,1,João Manuel Duarte Lourenço,male,,
1407,2009,CHAMUSCA,9514,5810,38.9321000631,121,96,PCP-PEV,,2528,45.1993563383,2,Sérgio Morais Da Conceição Carrinho,male,,
1407,2009,CHAMUSCA,9514,5810,38.9321000631,121,96,PS,,1905,34.0604326837,2,Joaquim José Duarte Garrido,male,,
1408,2009,CONSTÂNCIA,3486,2560,26.5633964429,45,35,CDS-PP,,41,1.65322580645,0,Renato José Presume Gonçalves,male,,
1408,2009,CONSTÂNCIA,3486,2560,26.5633964429,45,35,PPD/PSD,,280,11.2903225806,0,António Freire De Oliveira,male,,
1408,2009,CONSTÂNCIA,3486,2560,26.5633964429,45,35,PS,,928,37.4193548387,2,Margarida Maria Da Costa Alves Veríssimo,female,,
1408,2009,CONSTÂNCIA,3486,2560,26.5633964429,45,35,PCP-PEV,,1231,49.6370967742,3,Máximo De Jesus Afonso Ferreira,male,,
1409,2009,CORUCHE,18771,11102,40.8555750892,160,115,PPD/PSD,,594,5.48628428928,0,José Manuel De Sousa Potier,male,,
1409,2009,CORUCHE,18771,11102,40.8555750892,160,115,MIC,,777,7.17650318648,0,António Manuel Moreira Da Silva,male,,
1409,2009,CORUCHE,18771,11102,40.8555750892,160,115,PS,,6319,58.3633508821,5,Dionísio Simão Mendes,male,,
1409,2009,CORUCHE,18771,11102,40.8555750892,160,115,B.E.,,360,3.32502078138,0,José Ricardo Serrano Guedes,male,,
1409,2009,CORUCHE,18771,11102,40.8555750892,160,115,PCP-PEV,,2777,25.6488408608,2,Ortelinda Da Conceição Camões Graça Gil Nunes,female,,
1410,2009,ENTRONCAMENTO,16810,9450,43.7834622249,194,149,PCP-PEV,,818,8.98210168003,0,Telma Cristina Antunes Jorge,female,,
1410,2009,ENTRONCAMENTO,16810,9450,43.7834622249,194,149,PS,,2280,25.0356868343,2,Carlos Alexandre Zagalo Gouveia,male,,
1410,2009,ENTRONCAMENTO,16810,9450,43.7834622249,194,149,B.E.,,1045,11.4746897991,1,Carlos Manuel Godinho Matias,male,,
1410,2009,ENTRONCAMENTO,16810,9450,43.7834622249,194,149,PPD/PSD,,4964,54.5075216866,4,Jaime Manuel Gonçalves Ramos,male,,
1411,2009,FERREIRA DO ZÊZERE,8280,5603,32.3309178744,112,102,PPD/PSD,,2933,54.4256819447,3,Jacinto Manuel Lopes Cristas Flores,male,,
1411,2009,FERREIRA DO ZÊZERE,8280,5603,32.3309178744,112,102,PS,,2117,39.2837261087,2,Filipe Vicente Martins,male,,
1411,2009,FERREIRA DO ZÊZERE,8280,5603,32.3309178744,112,102,B.E.,,135,2.50510298757,0,Luís Carlos Graça Reis Santos,male,,
1411,2009,FERREIRA DO ZÊZERE,8280,5603,32.3309178744,112,102,PCP-PEV,,35,0.649471144925,0,António Alves Matos,male,,
1411,2009,FERREIRA DO ZÊZERE,8280,5603,32.3309178744,112,102,CDS-PP.MPT,,169,3.13601781407,0,Luís Miguel De Oliveira Russo Pistola,male,,
1412,2009,GOLEGÃ,4775,3028,36.5863874346,27,36,PPD/PSD,,282,9.51096121417,0,Carlos Alberto De Jesus Gonçalves Paula Simões,male,,
1412,2009,GOLEGÃ,4775,3028,36.5863874346,27,36,CDS-PP,,165,5.56492411467,0,Pedro José Rodrigues Ramalheira De Azevedo,male,,
1412,2009,GOLEGÃ,4775,3028,36.5863874346,27,36,PCP-PEV,,236,7.95952782462,0,Valter José Galrinho Da Guia Martins Ferreira,male,,
1412,2009,GOLEGÃ,4775,3028,36.5863874346,27,36,PS,,1916,64.6205733558,5,José Tavares Veiga Silva Maltez,male,,
1412,2009,GOLEGÃ,4775,3028,36.5863874346,27,36,GIGA,,366,12.3440134907,0,Maria Da Conceição Afonso Contente Rosário,female,,
1413,2009,MAÇÃO,7489,5744,23.3008412338,88,99,PCP-PEV,,119,2.14144322476,0,António Rodrigues De Sousa Santos,male,,
1413,2009,MAÇÃO,7489,5744,23.3008412338,88,99,PS,,2445,43.9985603743,2,Nuno Fernando Bento Neto,male,,
1413,2009,MAÇÃO,7489,5744,23.3008412338,88,99,PPD/PSD,,2993,53.8599964009,3,José Manuel Saldanha Rocha,male,,
1414,2009,RIO MAIOR,18419,12187,33.834627287,199,170,PPD/PSD.CDS-PP,,5997,50.7446268404,4,Isaura Maria Elias Crisóstomo Bernardino Morais,female,,
1414,2009,RIO MAIOR,18419,12187,33.834627287,199,170,PCP-PEV,,299,2.53003892368,0,Carlos Ferreira Figueiredo,male,,
1414,2009,RIO MAIOR,18419,12187,33.834627287,199,170,PS,,4789,40.522931122,3,Silvino Manuel Gomes Sequeira,male,,
1414,2009,RIO MAIOR,18419,12187,33.834627287,199,170,B.E.,,352,2.97850736165,0,Alexandre Miguel Vitorino Jacinto,male,,
1414,2009,RIO MAIOR,18419,12187,33.834627287,199,170,MIC-RM,,381,3.22389575224,0,Alberto Fernando Fróis Santos,male,,
1415,2009,SALVATERRA DE MAGOS,18449,10101,45.24906499,214,127,PCP-PEV,,1043,10.6864754098,0,Vasco Monteiro Feijão,male,,
1415,2009,SALVATERRA DE MAGOS,18449,10101,45.24906499,214,127,B.E.,,4655,47.6946721311,4,Ana Cristina Pardal Ribeiro,female,,
1415,2009,SALVATERRA DE MAGOS,18449,10101,45.24906499,214,127,PS,,2907,29.7848360656,2,Hélder Manuel Ramalho De Sousa Esménio,male,,
1415,2009,SALVATERRA DE MAGOS,18449,10101,45.24906499,214,127,PPD/PSD,,1155,11.8340163934,1,Jorge Humberto Brardo Burgal,male,,
1416,2009,SANTARÉM,54488,33642,38.2579650565,608,359,CDS-PP,,1204,3.68477429227,0,Tiago De Sampaio E Melo Marques Leite,male,,
1416,2009,SANTARÉM,54488,33642,38.2579650565,608,359,PCP-PEV,,1923,5.88523335884,0,José Marcelino,male,,
1416,2009,SANTARÉM,54488,33642,38.2579650565,608,359,PS,,7125,21.805661821,2,António José Da Piedade Do Carmo,male,,
1416,2009,SANTARÉM,54488,33642,38.2579650565,608,359,B.E.,,821,2.51262433053,0,Carlos Manuel Vicente Marecos,male,,
1416,2009,SANTARÉM,54488,33642,38.2579650565,608,359,PPD/PSD,,21602,66.1117061974,7,Francisco Maria Moita Flores,male,,
1417,2009,SARDOAL,3677,2799,23.8781615447,52,42,PS,,1095,40.4805914972,2,Fernando Cascalheira Vasco,male,,
1417,2009,SARDOAL,3677,2799,23.8781615447,52,42,PPD/PSD,,1551,57.3382624769,3,Fernando Constantino Moleirinho,male,,
1417,2009,SARDOAL,3677,2799,23.8781615447,52,42,PCP-PEV,,59,2.18114602588,0,Maria Fernanda Marques Castelo Branco,female,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,PPD/PSD,,7959,36.6622138284,3,Fernando Rui Linhares Corvêlo De Sousa,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,B.E.,,829,3.81869270809,0,António Carlos Martins Godinho,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,ipt,,4554,20.97747478,2,Pedro Alexandre Ramos Marques,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,CDS-PP,,1210,5.5737251831,0,Ivo Manuel Querido Dos Santos,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,PCP-PEV,,1667,7.67884287623,0,Bruno Vitor Domingos Graça,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,tpl,,736,3.39029895435,0,José André De Melo E Castro Salazar Lebre,male,,
1418,2009,TOMAR,38724,22767,41.2070034087,597,461,PS,,4754,21.8987516698,2,José António Becerra Vitorino,male,,
1419,2009,TORRES NOVAS,32846,19361,41.055227425,370,246,PS,,10418,55.57748733,5,António Manuel Oliveira Rodrigues,male,,
1419,2009,TORRES NOVAS,32846,19361,41.055227425,370,246,PPD/PSD,,4047,21.5897572686,1,João Parreira Da Silva Sarmento,male,,
1419,2009,TORRES NOVAS,32846,19361,41.055227425,370,246,CDS-PP,,631,3.36623099493,0,Carlos Filipe Godinho Gomes,male,,
1419,2009,TORRES NOVAS,32846,19361,41.055227425,370,246,B.E.,,1132,6.03894371832,0,Guilherme Sarmento Pinto,male,,
1419,2009,TORRES NOVAS,32846,19361,41.055227425,370,246,PCP-PEV,,2517,13.4275806882,1,Carlos António Lopes Tomé,male,,
1420,2009,VILA NOVA DA BARQUINHA,6658,3998,39.9519375188,68,53,PCP-PEV,,589,15.1921588857,0,Carlos Miguel Timóteo Pires,male,,
1420,2009,VILA NOVA DA BARQUINHA,6658,3998,39.9519375188,68,53,PPD/PSD.CDS-PP,,927,23.9102398762,1,Manuel De Oliveira,male,,
1420,2009,VILA NOVA DA BARQUINHA,6658,3998,39.9519375188,68,53,PS,,2361,60.8976012381,4,Vítor Miguel Martins Arnaut Pombeiro,male,,
1421,2009,OURÉM,43907,26319,40.0573940374,433,313,PS,,12460,48.7232628163,4,Paulo Alexandre Homem De Oliveira Fonseca,male,,
1421,2009,OURÉM,43907,26319,40.0573940374,433,313,CDS-PP,,1198,4.68462831893,0,Gonçalo Nuno Gagliardini Graça Pereira De Almeida,male,,
1421,2009,OURÉM,43907,26319,40.0573940374,433,313,PCP-PEV,,512,2.00211160208,0,João Filipe Mendes De Oliveira,male,,
1421,2009,OURÉM,43907,26319,40.0573940374,433,313,PPD/PSD,,11403,44.5899972627,3,Vitor Manuel De Jesus Frazão,male,,
1501,2009,ALCÁCER DO SAL,12006,7439,38.0393136765,131,80,B.E.,,274,3.79081350304,0,Ana Maria Caixeirinho Penas,female,,
1501,2009,ALCÁCER DO SAL,12006,7439,38.0393136765,131,80,PCP-PEV,,3240,44.8256779192,3,António Dos Mártires Balona,male,,
1501,2009,ALCÁCER DO SAL,12006,7439,38.0393136765,131,80,PS,,3349,46.333702269,4,Pedro Manuel Igrejas Da Cunha Paredes,male,,
1501,2009,ALCÁCER DO SAL,12006,7439,38.0393136765,131,80,PPD/PSD,,365,5.0498063088,0,Joaquim Manuel Café Granito,male,,
1502,2009,ALCOCHETE,12357,7426,39.9045075666,153,85,PS,,2284,31.775180857,2,António Dias Dos Santos Maduro,male,,
1502,2009,ALCOCHETE,12357,7426,39.9045075666,153,85,PPD/PSD,,694,9.65498052309,0,Jorge Dias Da Costa Borges Da Silva,male,,
1502,2009,ALCOCHETE,12357,7426,39.9045075666,153,85,CDS-PP,,144,2.00333889816,0,José Luis Vaz E Gala,male,,
1502,2009,ALCOCHETE,12357,7426,39.9045075666,153,85,PCP-PEV,,3893,54.1597106288,5,Luis Miguel Carraça Franco,male,,
1502,2009,ALCOCHETE,12357,7426,39.9045075666,153,85,B.E.,,173,2.40678909293,0,Teresa Maria Rocha Bonito,female,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,PCP-PEV,,27522,40.243902439,5,Maria Emília Guerreiro Neto De Sousa,female,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,CDS-PP,,3782,5.53020997836,0,Fernando Jorge Sousa Da Pena,male,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,B.E.,,5553,8.11984558695,1,Helena Maria Gomes Oliveira,female,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,PPD/PSD,,10977,16.0510615898,2,Jorge Manuel Bonifácio Pedroso De Almeida,male,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,PCTP/MRPP,,3237,4.7332865415,0,Domingos António Caeiro Bulhão,male,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,MMS,,299,0.437211206644,0,Graciano Guerra Silva Germano,male,,
1503,2009,ALMADA,147308,71169,51.6869416461,1570,1211,PS,,17018,24.8844826578,3,Paulo José Fernandes Pedroso,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,B.E.,,2312,6.2447667666,0,Mário Durval Póvoa Do Rosário,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,PPD/PSD,,3418,9.23209896551,1,Nuno Miguel Soares Banza,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,PCTP/MRPP,,885,2.39040596386,0,Joaquim Carlos Salgueiro Martins,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,CDS-PP,,1005,2.71452880642,0,Henrique Manuel Caldeira De Castro Ferreira,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,PS,,11308,30.5431758637,3,João Nuno Da Câmara Santa Clara Gomes,male,,
1504,2009,BARREIRO,71811,37965,47.1320549776,482,460,PCP-PEV,,18095,48.875023634,5,Carlos Humberto Palácios Pinheiro De Carvalho,male,,
1505,2009,GRÂNDOLA,12685,8279,34.7339377217,120,83,CDS-PP,,93,1.15156017831,0,João Paulo Silva Charneca,male,,
1505,2009,GRÂNDOLA,12685,8279,34.7339377217,120,83,PCP-PEV,,2738,33.9029222387,2,Rafael Francisco Lobato Rodrigues,male,,
1505,2009,GRÂNDOLA,12685,8279,34.7339377217,120,83,PPD/PSD,,438,5.4234769688,0,António Manuel Caldeira Lucas,male,,
1505,2009,GRÂNDOLA,12685,8279,34.7339377217,120,83,PS,,4632,57.3551263001,5,Carlos Vicente Morais Beato,male,,
1505,2009,GRÂNDOLA,12685,8279,34.7339377217,120,83,B.E.,,175,2.16691431402,0,António Joaquim Nobre,male,,
1506,2009,MOITA,58974,27641,53.1301929664,467,325,PS,,7366,27.434913777,3,António José Gonçalves Duro,male,,
